idade,genero,etnia,pcd,vive_no_brasil,estado_moradia,nivel_ensino,formacao,tempo_experiencia_dados,linguagens_preferidas,bancos_de_dados,cloud_preferida,cargo
36.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"postgresql,amazonredshift,oracle,s3",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
33.0,masculino,branca,0,True,pernambuco(pe),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"googlebigquery,sqlserver",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
29.0,masculino,preta,0,True,minasgerais(mg),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"sqlserver,oracle,mysql",amazonwebservices(aws),outraopcao
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"amazonathena,postgresql,s3,amazonredshift",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
24.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,menosde1ano,python,"sqlserver,microsoftaccess",azure(microsoft),cientistadedados/datascientist
24.0,masculino,branca,0,True,saopaulo(sp),mestrado,quimica/fisica,menosde1ano,python,"snowflake,amazonathena,s3",amazonwebservices(aws),analyticsengineer
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"googlebigquery,postgresql",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
39.0,feminino,branca,0,True,espiritosanto(es),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"sqlserver,amazonauroraourds,mysql",azure(microsoft),analistadedados/dataanalyst
31.0,feminino,parda,0,True,saopaulo(sp),graduacao/bacharelado,cienciasbiologicas/farmacia/medicina/areadasaude,menosde1ano,python,"naoatuonaareaainda,estouemtransicaodecarreira",azure(microsoft),outraopcao
25.0,masculino,branca,0,True,ceara(ce),estudantedegraduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de1a2anos,python,mysql,googlecloud(gcp),analistadebi/bianalyst
31.0,masculino,parda,0,True,parana(pr),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,sqlserver,googlecloud(gcp),analistadebi/bianalyst
28.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,marketing/publicidade/comunicacao/jornalismo,naotenhoexperiencianaareadedados,python,googlebigquery,naoseiopinar,analistademarketing
29.0,masculino,parda,0,True,parana(pr),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,googlebigquery,amazonwebservices(aws),cientistadedados/datascientist
52.0,masculino,parda,0,True,riodejaneiro(rj),pos-graduacao,outrasengenharias,naotenhoexperiencianaareadedados,python,nenhum,amazonwebservices(aws),outraopcao
24.0,masculino,parda,0,False,,estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"sqlite,s3,amazonathena,postgresql,amazonauroraourds",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
36.0,feminino,preta,0,True,bahia(ba),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,r,"sqlserver,microsoftaccess,oracle",googlecloud(gcp),estatistico
38.0,masculino,parda,0,True,saopaulo(sp),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"googlebigquery,databricks,datomic,oracle,s3",naoseiopinar,cientistadedados/datascientist
34.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,saphana,amazonwebservices(aws),outraopcao
30.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,marketing/publicidade/comunicacao/jornalismo,maisde10anos,sql,googlebigquery,outracloud,analistadebi/bianalyst
31.0,feminino,parda,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"snowflake,s3",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de4a6anos,m,"databricks,postgresql,sqlserver",azure(microsoft),analistadenegocios/businessanalyst
30.0,feminino,branca,0,True,santacatarina(sc),pos-graduacao,outrasengenharias,de4a6anos,sql,databricks,googlecloud(gcp),analistadebi/bianalyst
24.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,de3a4anos,python,"databricks,s3,dynamodb,amazonredshift,sqlserver",amazonwebservices(aws),analyticsengineer
25.0,masculino,preta,0,True,saopaulo(sp),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,googlebigquery,naoseiopinar,cientistadedados/datascientist
28.0,masculino,parda,0,True,goias(go),graduacao/bacharelado,outraopcao,naotenhoexperiencianaareadedados,python,excel,amazonwebservices(aws),analistadesuporte/analistatecnico
26.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"sqlserver,databricks",amazonwebservices(aws),engenheirodemachinelearning/mlengineer
25.0,feminino,branca,0,True,parana(pr),pos-graduacao,outrasengenharias,menosde1ano,python,googlebigquery,googlecloud(gcp),analistadenegocios/businessanalyst
32.0,feminino,branca,0,True,saopaulo(sp),pos-graduacao,outrasengenharias,de3a4anos,python,"presto,sqlserver",amazonwebservices(aws),analistadebi/bianalyst
33.0,masculino,branca,0,True,riodejaneiro(rj),pos-graduacao,outrasengenharias,de3a4anos,python,googlebigquery,googlecloud(gcp),cientistadedados/datascientist
23.0,masculino,amarela,0,True,saopaulo(sp),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"databricks,s3",googlecloud(gcp),cientistadedados/datascientist
27.0,feminino,parda,0,True,saopaulo(sp),pos-graduacao,marketing/publicidade/comunicacao/jornalismo,menosde1ano,python,"amazonathena,mysql",amazonwebservices(aws),analistadedados/dataanalyst
29.0,feminino,parda,0,True,saopaulo(sp),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"snowflake,mongodb,coachdb,googlebigquery,elaticsearch,postgresql,databricks,mysql",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
43.0,masculino,parda,0,True,saopaulo(sp),mestrado,estatistica/matematica/matematicacomputacional/cienciasatuariais,de4a6anos,python,"sqlserver,vertica,oracle",amazonwebservices(aws),cientistadedados/datascientist
28.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,r,"mongodb,splunk,snowflake",naoseiopinar,cientistadedados/datascientist
27.0,feminino,branca,0,True,minasgerais(mg),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,sqlserver,azure(microsoft),cientistadedados/datascientist
34.0,masculino,parda,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,amazonredshift,naoseiopinar,analistadedados/dataanalyst
27.0,masculino,branca,0,True,santacatarina(sc),mestrado,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,sqlserver,azure(microsoft),analistadeinteligenciademercado/marketintelligence
30.0,masculino,preta,0,True,bahia(ba),mestrado,outrasengenharias,de3a4anos,python,"amazonathena,s3,googlebigquery",googlecloud(gcp),cientistadedados/datascientist
32.0,masculino,branca,0,True,parana(pr),pos-graduacao,marketing/publicidade/comunicacao/jornalismo,de3a4anos,python,"amazonathena,sqlserver,mysql,amazonredshift,s3,databricks,postgresql",amazonwebservices(aws),analistadebi/bianalyst
32.0,masculino,branca,0,True,santacatarina(sc),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"s3,postgresql,amazonredshift",amazonwebservices(aws),analyticsengineer
28.0,masculino,branca,0,True,espiritosanto(es),mestrado,marketing/publicidade/comunicacao/jornalismo,de3a4anos,python,"sqlite,mysql",naoseiopinar,analistadeinteligenciademercado/marketintelligence
24.0,masculino,preta,0,True,saopaulo(sp),estudantedegraduacao,outrasengenharias,de1a2anos,python,"sqlserver,amazonathena,s3",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
34.0,feminino,branca,0,True,parana(pr),doutoradoouphd,economia/administracao/contabilidade/financas/negocios,naotenhoexperiencianaareadedados,python,naouso,googlecloud(gcp),economista
,masculino,branca,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,maisde10anos,python,databricks,azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
27.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"amazonathena,databricks,s3",amazonwebservices(aws),analistadedados/dataanalyst
45.0,masculino,parda,0,True,saopaulo(sp),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de4a6anos,python,"sqlserver,oracle",naoseiopinar,analistadebi/bianalyst
33.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de4a6anos,python,googlebigquery,googlecloud(gcp),analistadebi/bianalyst
37.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"sqlserver,amazonathena,mysql,amazonredshift,postgresql",naoseiopinar,analyticsengineer
32.0,feminino,parda,0,True,saopaulo(sp),doutoradoouphd,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,r,presto,amazonwebservices(aws),cientistadedados/datascientist
39.0,masculino,preta,0,True,riodejaneiro(rj),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"sqlserver,elaticsearch",naoseiopinar,cientistadedados/datascientist
31.0,feminino,branca,0,True,saopaulo(sp),doutoradoouphd,cienciasbiologicas/farmacia/medicina/areadasaude,de1a2anos,r,fontesdaempresaemhtmloucsv,googlecloud(gcp),analistadebi/bianalyst
33.0,feminino,branca,0,True,riograndedosul(rs),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"sqlserver,databricks,saphana",googlecloud(gcp),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
23.0,masculino,branca,0,True,alagoas(al),estudantedegraduacao,outrasengenharias,menosde1ano,python,"amazonredshift,s3",amazonwebservices(aws),cientistadedados/datascientist
23.0,masculino,parda,0,True,espiritosanto(es),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"oracle,snowflake",googlecloud(gcp),analistadedados/dataanalyst
25.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"snowflake,oracle,postgresql,amazonathena,s3,mongodb",naoseiopinar,analistadedados/dataanalyst
52.0,masculino,branca,0,True,saopaulo(sp),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,r,"databricks,sqlserver,mysql,postgresql,saphana",azure(microsoft),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
23.0,masculino,parda,0,True,minasgerais(mg),estudantedegraduacao,outrasengenharias,de1a2anos,python,"s3,sqlserver,mongodb,amazonauroraourds,databricks,postgresql,mysql",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
28.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,economia/administracao/contabilidade/financas/negocios,de3a4anos,python,"amazonredshift,googlebigquery,mongodb,mysql",googlecloud(gcp),analistadedados/dataanalyst
24.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de3a4anos,python,"postgresql,googlebigquery,elaticsearch",googlecloud(gcp),cientistadedados/datascientist
31.0,feminino,branca,0,False,,pos-graduacao,outrasengenharias,de3a4anos,python,"firebase,mysql,googlebigquery,postgresql,databricks,snowflake,mongodb",azure(microsoft),analistadedados/dataanalyst
22.0,feminino,branca,0,True,saopaulo(sp),estudantedegraduacao,outrasengenharias,menosde1ano,python,databricks,azure(microsoft),analistadenegocios/businessanalyst
41.0,masculino,preta,0,True,saopaulo(sp),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,maisde10anos,python,"s3,hive,mysql,amazonathena,postgresql,databricks,mongodb,googlebigquery,amazonredshift,amazonauroraourds",googlecloud(gcp),engenheirodemachinelearning/mlengineer
28.0,masculino,branca,0,True,minasgerais(mg),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"sqlserver,amazonauroraourds,mysql,oracle,elaticsearch,postgresql,amazonredshift,databricks,s3,mongodb,amazonathena",amazonwebservices(aws),engenheirodedados/arquitetodedados/dataengineer/dataarchitect
24.0,feminino,branca,0,True,minasgerais(mg),pos-graduacao,marketing/publicidade/comunicacao/jornalismo,de1a2anos,python,googlebigquery,googlecloud(gcp),analistadedados/dataanalyst
24.0,masculino,branca,0,True,pernambuco(pe),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"postgresql,amazonauroraourds,db2,hive,splunk,sqlserver,amazonathena,googlebigquery,oracle,s3,amazonredshift,databricks,mysql,snowflake",naoseiopinar,engenheirodedados/arquitetodedados/dataengineer/dataarchitect
45.0,masculino,parda,0,True,bahia(ba),doutoradoouphd,estatistica/matematica/matematicacomputacional/cienciasatuariais,maisde10anos,r,nenhumdesses,googlecloud(gcp),outraopcao
24.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,outrasengenharias,naotenhoexperiencianaareadedados,python,sqlserver,amazonwebservices(aws),outraopcao
25.0,feminino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de3a4anos,python,"postgresql,amazonredshift,googlebigquery,sqlserver,oracle,databricks",googlecloud(gcp),analistadebi/bianalyst
30.0,masculino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de3a4anos,python,"postgresql,sqlserver,elaticsearch,s3",azure(microsoft),desenvolvedor/engenheirodesoftware/analistadesistemas
30.0,feminino,branca,0,True,riograndedosul(rs),pos-graduacao,economia/administracao/contabilidade/financas/negocios,naotenhoexperiencianaareadedados,python,sqlserver,azure(microsoft),outraopcao
30.0,masculino,branca,prefironaoinformar,True,parana(pr),mestrado,economia/administracao/contabilidade/financas/negocios,menosde1ano,python,"mysql,amazonredshift",googlecloud(gcp),analistadebi/bianalyst
26.0,masculino,outra,0,True,distritofederal(df),graduacao/bacharelado,outraopcao,maisde10anos,python,sqlserver,azure(microsoft),cientistadedados/datascientist
36.0,masculino,parda,0,True,maranhao(ma),pos-graduacao,estatistica/matematica/matematicacomputacional/cienciasatuariais,de7a10anos,r,sqlite,googlecloud(gcp),analistadedados/dataanalyst
33.0,masculino,branca,0,True,distritofederal(df),graduacao/bacharelado,outrasengenharias,de1a2anos,python,"elaticsearch,mongodb,postgresql,clickhouse",googlecloud(gcp),cientistadedados/datascientist
23.0,masculino,amarela,0,True,saopaulo(sp),estudantedegraduacao,outrasengenharias,de1a2anos,python,"snowflake,databricks,amazonathena",amazonwebservices(aws),analistadedados/dataanalyst
35.0,masculino,branca,0,True,riodejaneiro(rj),graduacao/bacharelado,outrasengenharias,de4a6anos,python,"sqlite,microsoftaccess,postgresql,sqlserver",amazonwebservices(aws),analistadenegocios/businessanalyst
31.0,masculino,branca,0,True,maranhao(ma),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de1a2anos,python,"oracle,databricks",azure(microsoft),cientistadedados/datascientist
46.0,masculino,parda,0,True,santacatarina(sc),naotenhograduacaoformal,,naotenhoexperiencianaareadedados,python,python,naoseiopinar,outraopcao
34.0,masculino,branca,0,True,santacatarina(sc),pos-graduacao,economia/administracao/contabilidade/financas/negocios,de1a2anos,python,"mongodb,postgresql",azure(microsoft),analistadedados/dataanalyst
24.0,masculino,branca,0,True,saopaulo(sp),graduacao/bacharelado,outrasengenharias,de1a2anos,python,googlebigquery,googlecloud(gcp),cientistadedados/datascientist
35.0,feminino,parda,0,True,minasgerais(mg),doutoradoouphd,outrasengenharias,menosde1ano,python,"amazonathena,s3",amazonwebservices(aws),cientistadedados/datascientist
34.0,masculino,branca,0,True,parana(pr),pos-graduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de7a10anos,python,"presto,postgresql",googlecloud(gcp),analistadedados/dataanalyst
27.0,masculino,parda,0,True,riodejaneiro(rj),mestrado,computacao/engenhariadesoftware/sistemasdeinformacao/ti,de4a6anos,python,"mariadb,googlefirestore",amazonwebservices(aws),analistadebi/bianalyst
22.0,masculino,branca,0,True,riograndedosul(rs),estudantedegraduacao,computacao/engenhariadesoftware/sistemasdeinformacao/ti,menosde1ano,python,"amazonredshift,amazonathena,s3",amazonwebservices(aws),analistadedados/dataanalyst
28.0,feminino,preta,0,True,saopaulo(sp),graduacao/bacharelado,marketing/publicidade/comunicacao/jornalismo,de1a2anos,python,"microsoftaccess,snowflake,googlebigquery",googlecloud(gcp),analistadedados/dataanalyst
33.0,masculino,branca,0,True,espiritosanto(es),pos-graduacao,outrasengenharias,de1a2anos,python,oracle,googlecloud(gcp),analistadedados/dataanalyst
